district,Kode Wilayah,,,regency_code,code
Tajurhalang,32,01,37,3201,320137
Taka Bonerate (Takabonerate),73,01,08,7301,730108
Takari,53,01,11,5301,530111
Takeran,35,20,04,3520,352004
Takisung,63,01,01,6301,630101
Takkalalla,73,13,03,7313,731303
Takokak,32,03,16,3203,320316
Taktakan,36,73,06,3673,367306
Talaga,32,10,04,3210,321004
Talaga Jaya (Telaga Jaya),75,01,22,7501,750122
Talaga Raya,74,14,05,7414,741405
Talamau,13,12,04,1312,131204
Talambo,95,03,29,9503,950329
Talang,33,28,12,3328,332812
Talang Empat,17,09,02,1709,170902
Talang Kelapa,16,07,10,1607,160710
Talang Muandau,14,03,15,1403,140315
Talang Padang,16,11,06,1611,161106
Talang Padang,18,06,02,1806,180602
Talang Ubi,16,12,01,1612,161201
Talango,35,29,04,3529,352904
Talatako,72,09,12,7209,720912
Talawaan,71,06,09,7106,710609
Talawi,13,73,04,1373,137304
Talawi,12,19,05,1219,121905
Talegong,32,05,37,3205,320537
Taliabu Barat,82,08,01,8208,820801
Taliabu Barat Laut,82,08,02,8208,820802
Taliabu Selatan,82,08,07,8208,820807
Taliabu Timur,82,08,05,8208,820805
Taliabu Timur Selatan,82,08,06,8208,820806
Taliabu Utara,82,08,04,8208,820804
Talibura,53,07,08,5307,530708
Talisayan,64,03,02,6403,640302
Taliwang,52,07,02,5207,520702
Tallo,73,71,07,7371,737107
Tallunglipu,73,26,11,7326,732611
Talo,17,05,03,1705,170503
Talo Kecil,17,05,12,1705,170512
Taluditi (Taluduti),75,04,07,7504,750407
Talun,33,26,05,3326,332605
Talun,35,05,14,3505,350514
Talun (Cirebon Selatan),32,09,14,3209,320914
Tamako,71,03,12,7103,710312
Tamalanrea,73,71,14,7371,737114
Tamalate,73,71,10,7371,737110
Tamalatea,73,04,02,7304,730402
Taman,33,27,09,3327,332709
Taman,35,77,03,3577,357703
Taman,35,15,13,3515,351513
Taman Krocok,35,11,21,3511,351121
Taman Rajo,15,05,11,1505,150511
Taman Sari,19,71,02,1971,197102
Taman Sari,31,73,03,3173,317303
Tamanan,35,11,02,3511,351102
Tamansari,32,01,31,3201,320131
Tamansari,32,78,07,3278,327807
Tamansari,33,09,21,3309,330921
Tambak,33,02,08,3302,330208
Tambak,35,25,18,3525,352518
Tambakboyo,35,23,06,3523,352306
Tambakdahan,32,13,25,3213,321325
Tambakrejo,35,22,02,3522,352202
Tambakromo,33,18,03,3318,331803
Tambaksari,32,07,16,3207,320716
Tambaksari,35,78,10,3578,357810
Tamban,63,04,02,6304,630402
Tamban Catur,62,03,13,6203,620313
Tambang,14,01,03,1401,140103
Tambang Ulang,63,01,08,6301,630108
Tambangan,12,13,10,1213,121310
Tambelan,21,01,09,2101,210109
Tambelang,32,16,04,3216,321604
Tambelangan,35,27,08,3527,352708
Tambora,52,06,14,5206,520614
Tambora,31,73,04,3173,317304
Tambun Selatan,32,16,06,3216,321606
Tambun Utara,32,16,05,3216,321605
Tambusai,14,06,04,1406,140604
Tambusai Utara,14,06,09,1406,140609
Tamiang Hulu,11,16,07,1116,111607
Tammerodo Sendana (Tammeredo Sendana),76,05,06,7605,760506
Tampahan,12,12,22,1212,121222
Tampaksiring (Tampak Siring),51,04,04,5104,510404
Tampan' Amma (Tampan Amma),71,04,10,7104,710410
Tana Lia,65,04,03,6504,650403
Tana Lili,73,22,12,7322,732212
Tana Righu,53,12,04,5312,531204
Tana Wawo,53,07,17,5307,530717
Tanah Abang,16,12,05,1612,161205
Tanah Abang,31,71,07,3171,317107
Tanah Cogok,15,01,22,1501,150122
Tanah Grogot,64,01,04,6401,640104
Tanah Jawa,12,08,11,1208,120811
Tanah Kampung,15,72,04,1572,157204
Tanah Luas,11,08,12,1108,110812
Tanah Masa,12,14,31,1214,121431
Tanah Merah,35,26,13,3526,352613
Tanah Merah,14,04,10,1404,140410
Tanah Miring,93,01,06,9301,930106
Tanah Pasir,11,08,13,1108,110813
Tanah Pinem,12,11,06,1211,121106
Tanah Pinoh,61,10,06,6110,611006
Tanah Pinoh Barat,61,10,11,6110,611011
Tanah Putih,14,07,03,1407,140703
Tanah Putih Tanjung Melawan,14,07,09,1407,140709
Tanah Rubuh,92,02,17,9202,920217
Tanah Sareal (Tanah Sereal),32,71,06,3271,327106
Tanah Sepenggal,15,08,05,1508,150805
Tanah Sepenggal Lintas,15,08,17,1508,150817
Tanah Siang,62,12,02,6212,621202
Tanah Siang Selatan,62,12,07,6212,621207
Tanah Tumbuh,15,08,01,1508,150801
Tanambulava,72,10,10,7210,721010
Tanantovea,72,03,19,7203,720319
Tanara,36,04,14,3604,360414
Tanasitolo,73,13,08,7313,731308
Tandes,35,78,14,3578,357814
Tanduk Kalua,76,03,09,7603,760309
Tandun,14,06,11,1406,140611
Tanete Riaja,73,11,01,7311,731101
Tanete Riattang,73,08,21,7308,730821
Tanete Riattang Barat,73,08,22,7308,730822
Tanete Riattang Timur,73,08,23,7308,730823
Tanete Rilau,73,11,02,7311,731102
Tangan-Tangan,11,12,02,1112,111202
Tangaran,61,01,17,6101,610117
Tangen,33,14,19,3314,331419
Tangerang,36,71,01,3671,367101
Tanggetada,74,01,18,7401,740118
Tanggeung,32,03,19,3203,320319
Tanggul,35,09,06,3509,350906
Tanggulangin,35,15,06,3515,351506
Tanggunggunung (Tanggung Gunung),35,04,19,3504,350419
Tanggungharjo,33,15,19,3315,331519
Tangma,95,03,18,9503,950318
Tangse,11,07,19,1107,110719
Tanimbar Selatan,81,03,01,8103,810301
Tanimbar Utara,81,03,05,8103,810305
Taniwel,81,06,03,8106,810603
Taniwel Timur,81,06,10,8106,810610
Tanjuang Baru (Tanjung Baru),13,04,12,1304,130412
Tanjung,63,09,04,6309,630904
Tanjung,52,08,01,5208,520801
Tanjung,33,29,13,3329,332913
Tanjung Agung,16,03,01,1603,160301
Tanjung Agung Palik,17,03,22,1703,170322
Tanjung Balai,12,09,10,1209,120910
Tanjung Batu,16,10,02,1610,161002
Tanjung Beringin,12,18,05,1218,121805
Tanjung Bintang,18,01,05,1801,180105
Tanjung Bumi (Tanjungbumi),35,26,09,3526,352609
Tanjung Bunga,53,06,05,5306,530605
Tanjung Emas,13,04,05,1304,130405
Tanjung Gadang,13,03,03,1303,130303
Tanjung Harapan,13,72,02,1372,137202
Tanjung Harapan,64,01,02,6401,640102
Tanjung Kemuning,17,04,02,1704,170402
Tanjung Lago,16,07,12,1607,160712
Tanjung Lubuk,16,02,02,1602,160202
Tanjung Medan,14,07,16,1407,140716
Tanjung Morawa,12,07,02,1207,120702
Tanjung Mutiara,13,06,01,1306,130601
Tanjung Palas,65,01,01,6501,650101
Tanjung Palas Barat,65,01,02,6501,650102
Tanjung Palas Tengah,65,01,06,6501,650106
Tanjung Palas Timur,65,01,04,6501,650104
Tanjung Palas Utara,65,01,03,6501,650103
Tanjung Pandan,19,02,01,1902,190201
Tanjung Pinang Barat,21,72,01,2172,217201
Tanjung Pinang Kota,21,72,03,2172,217203
Tanjung Pinang Timur,21,72,02,2172,217202
Tanjung Priok,31,72,02,3172,317202
Tanjung Pura (Tanjungpura),12,05,11,1205,120511
Tanjung Raja,18,03,04,1803,180304
Tanjung Raja,16,10,03,1610,161003
Tanjung Raya,13,06,03,1306,130603
Tanjung Raya,18,11,07,1811,181107
Tanjung Redeb,64,03,05,6403,640305
Tanjung Sakti Pumi,16,04,24,1604,160424
Tanjung Sari,18,01,22,1801,180122
Tanjung Selor,65,01,05,6501,650105
Tanjung Senang,18,71,11,1871,187111
Tanjung Tiram,12,19,06,1219,121906
Tanjunganom,35,18,11,3518,351811
Tanjungbalai Selatan (Tanjung Balai Selatan),12,74,01,1274,127401
Tanjungbalai Utara (Tanjung Balai Utara),12,74,02,1274,127402
Tanjungjaya,32,06,16,3206,320616
Tanjungkarang Barat (Tanjung Karang Barat),18,71,03,1871,187103
Tanjungkarang Pusat (Tanjung Karang Pusat),18,71,06,1871,187106
Tanjungkarang Timur (Tanjung Karang Timur),18,71,05,1871,187105
Tanjungkerta,32,11,20,3211,321120
Tanjungmedar,32,11,21,3211,321121
Tanjungsakti Pumu (Tanjung Sakti Pumu),16,04,01,1604,160401
Tanjungsari,34,03,17,3403,340317
Tanjungsari,32,01,36,3201,320136
Tanjungsari,32,11,11,3211,321111
Tanjungsiang,32,13,14,3213,321314
Tanjungtebat (Tanjung Tebat),16,04,27,1604,160427
Tano Tombangan Angkola,12,03,30,1203,120330
Tanoh Alas (Tanah Alas),11,02,15,1102,110215
Tanon,33,14,12,3314,331412
Tanralili,73,09,07,7309,730907
Tanta,63,09,03,6309,630903
Taopa,72,08,14,7208,720814
Tapa,75,03,01,7503,750301
Tapaktuan (Tapak Tuan),11,01,08,1101,110108
Tapalang,76,02,02,7602,760202
Tapalang Barat,76,02,13,7602,760213
Tapango,76,04,07,7604,760407
Tapen,35,11,10,3511,351110
Tapian Dolok,12,08,28,1208,120828
Tapian Nauli,12,01,07,1201,120107
Tapin Selatan,63,05,02,6305,630502
Tapin Tengah,63,05,03,6305,630503
Tapin Utara,63,05,04,6305,630504
Tapos,32,76,10,3276,327610
Tapung,14,01,10,1401,140110
Tapung Hilir,14,01,11,1401,140111
Tapung Hulu,14,01,12,1401,140112
Tarabintang (Tara Bintang),12,16,10,1216,121610
Taraju,32,06,13,3206,320613
Tarakan Barat,65,71,01,6571,657101
Tarakan Tengah,65,71,02,6571,657102
Tarakan Timur,65,71,03,6571,657103
Tarakan Utara,65,71,04,6571,657104
Tarano,52,04,25,5204,520425
Tareran,71,05,13,7105,710513
Tarik,35,15,01,3515,351501
Tarogong Kaler,32,05,04,3205,320504
Tarogong Kidul,32,05,05,3205,320505
Tarokan,35,06,20,3506,350620
Tarowang,73,04,11,7304,730411
Tarub,33,28,14,3328,332814
Tarumajaya,32,16,01,3216,321601
Tarup,95,02,19,9502,950219
Tarutung,12,02,01,1202,120201
Tasifeto Barat,53,04,04,5304,530404
Tasifeto Timur,53,04,02,5304,530402
Tasik Payawan,62,06,11,6206,620611
Tasik Putri Puyu,14,10,08,1410,141008
Tasikmadu,33,13,10,3313,331310
Tatah Makmur,63,03,19,6303,630319
Tatanga,72,71,06,7271,727106
Tatapaan,71,05,19,7105,710519
Tatoareng,71,03,11,7103,710311
Tawaeli,72,71,07,7271,727107
Tawalian,76,03,14,7603,760314
Tawang,32,78,03,3278,327803
Tawangharjo,33,15,11,3315,331511
Tawangmangu,33,13,06,3313,331306
Tawangsari,33,11,03,3311,331103
Tayan Hilir,61,03,11,6103,610311
Tayan Hulu,61,03,10,6103,610310
Tayando Tam,81,72,03,8172,817203
Tayu,33,18,19,3318,331819
Tebas,61,01,04,6101,610104
Tebat Karai,17,08,03,1708,170803
Tebet,31,74,01,3174,317401
Tebing,21,02,05,2102,210205
Tebing Syahbandar,12,18,16,1218,121816
Tebing Tinggi,12,18,13,1218,121813
Tebing Tinggi,15,06,06,1506,150606
Tebing Tinggi,14,10,01,1410,141001
Tebing Tinggi,16,11,04,1611,161104
Tebing Tinggi,63,11,08,6311,631108
Tebing Tinggi Barat,14,10,04,1410,141004
Tebing Tinggi Kota,12,76,05,1276,127605
Tebing Tinggi Timur,14,10,07,1410,141007
Tebo Ilir,15,09,02,1509,150902
Tebo Tengah,15,09,01,1509,150901
Tebo Ulu,15,09,03,1509,150903
Tegal Barat,33,76,01,3376,337601
Tegal Selatan,33,76,03,3376,337603
Tegal Timur,33,76,02,3376,337602
Tegalampel,35,11,13,3511,351113
Tegalbuleud,32,02,45,3202,320245
Tegaldlimo,35,10,04,3510,351004
Tegallalang,51,04,06,5104,510406
Tegalombo,35,01,09,3501,350109
Tegalrejo,34,71,01,3471,347101
Tegalrejo,33,08,19,3308,330819
Tegalsari,35,10,23,3510,351023
Tegalsari,35,78,05,3578,357805
Tegalsiwalan (Tegal Siwalan),35,13,20,3513,351320
Tegalwaru,32,15,28,3215,321528
Tegalwaru (Tegal Waru),32,14,08,3214,321408
Tegineneng,18,09,03,1809,180903
Tegowanu,33,15,18,3315,331518
Tehoru,81,01,11,8101,810111
Teiraplu,95,02,31,9502,950231
Tejakula,51,08,09,5108,510809
Tekarang,61,01,12,6101,610112
Tekung,35,08,09,3508,350809
Telaga,75,01,02,7501,750102
Telaga Antang,62,02,17,6202,620217
Telaga Bauntung,63,03,18,6303,630318
Telaga Biru,75,01,10,7501,750110
Telaga Langsat,63,06,03,6306,630603
Telagasari (Talagasari),32,15,17,3215,321517
Telanaipura,15,71,01,1571,157101
Telawang,62,02,14,6202,620214
Telen,64,08,07,6408,640807
Telenggeme,95,04,35,9504,950435
Tellu Limpoe,73,14,02,7314,731402
Tellu Limpoe,73,07,08,7307,730708
Tellu Siattinge,73,08,17,7308,730817
Tellulimpoe (Tellu Limpoe),73,08,25,7308,730825
Telluwanua,73,73,04,7373,737304
Telok Sebong (Teluk Sebong),21,01,10,2101,210110
Teluk Ambon,81,71,04,8171,817104
Teluk Ampimoi,91,05,09,9105,910509
Teluk Arguni Atas,92,08,03,9208,920803
Teluk Arguni Bawah (Yerusi),92,08,06,9208,920806
Teluk Batang,61,11,03,6111,611103
Teluk Bayur,64,03,09,6403,640309
Teluk Belengkong,14,04,16,1404,140416
Teluk Bintan,21,01,08,2101,210108
Teluk Dalam,11,09,05,1109,110905
Teluk Dalam,12,09,31,1209,120931
Teluk Dalam,12,14,06,1214,121406
Teluk Deya,94,03,16,9403,940316
Teluk Duairi,92,07,03,9207,920703
Teluk Elpaputih,81,01,21,8101,810121
Teluk Etna,92,08,04,9208,920804
Teluk Gelam,16,02,23,1602,160223
Teluk Kaiely,81,04,14,8104,810414
Teluk Kepayang,63,10,12,6310,631012
Teluk Keramat,61,01,02,6101,610102
Teluk Kimi,94,01,09,9401,940109
Teluk Mayalibit,92,05,09,9205,920509
Teluk Mengkudu,12,18,03,1218,121803
Teluk Meranti,14,05,09,1405,140509
Teluk Mutiara,53,05,01,5305,530501
Teluk Nibung,12,74,04,1274,127404
Teluk Pakedai,61,12,08,6112,611208
Teluk Pandan,64,08,13,6408,640813
Teluk Pandan,18,09,10,1809,180910
Teluk Patipi,92,03,09,9203,920309
Teluk Sampit,62,02,11,6202,620211
Teluk Segara,17,71,03,1771,177103
Teluk Umar,94,01,08,9401,940108
Teluk Waru,81,05,15,8105,810515
Telukbetung Barat,18,71,08,1871,187108
Telukbetung Selatan,18,71,07,1871,187107
Telukbetung Timur,18,71,19,1871,187119
Telukbetung Utara,18,71,09,1871,187109
Telukjambe Barat,32,15,27,3215,321527
Telukjambe Timur,32,15,03,3215,321503
Teluknaga,36,03,13,3603,360313
Telutih,81,01,23,8101,810123
Temanggung,33,23,03,3323,332303
Temayang,35,22,21,3522,352221
Tembagapura,94,04,10,9404,940410
Tembalang,33,74,10,3374,337410
Tembarak,33,23,02,3323,332302
Tembelang,35,17,13,3517,351713
Tembilahan,14,04,04,1404,140404
Tembilahan Hulu,14,04,13,1404,140413
Tembuku,51,06,03,5106,510603
Tembuni,92,06,09,9206,920609
Temiang Pesisir,21,04,12,2104,210412
Teminabuan,92,04,01,9204,920401
Temon,34,01,01,3401,340101
Tempe,73,13,06,7313,731306
Tempeh,35,08,05,3508,350805
Tempel,34,04,14,3404,340414
Tempilang,19,05,05,1905,190505
Tempuling,14,04,05,1404,140405
Tempunak,61,05,02,6105,610502
Tempuran,32,15,20,3215,321520
Tempuran,33,08,11,3308,330811
Tempurejo,35,09,18,3509,350918
Tempursari,35,08,01,3508,350801
Tenayan Raya,14,71,10,1471,147110
Tenga,71,05,09,7105,710509
Tengah Ilir,15,09,09,1509,150909
Tengah Tani,32,09,35,3209,320935
Tengaran,33,22,02,3322,332202
Tenggarang,35,11,08,3511,351108
Tenggarong,64,02,06,6402,640206
Tenggarong Seberang,64,02,16,6402,640216
Tenggilis Mejoyo,35,78,24,3578,357824
Tenggulun,11,16,11,1116,111611
Tenjo,32,01,23,3201,320123
Tenjolaya,32,01,40,3201,320140
Teon Nila Serua,81,01,02,8101,810102
Teor,81,05,10,8105,810510
Tepus,34,03,07,3403,340307
Teramang Jaya,17,06,08,1706,170608
Terangun (Terangon),11,13,04,1113,111304
Terara,52,03,03,5203,520303
Teras,33,09,07,3309,330907
Teras Terunjam,17,06,03,1706,170603
Terbanggi Besar,18,02,07,1802,180207
Terentang,61,12,04,6112,611204
Teriak,61,07,09,6107,610709
Tering,64,07,19,6407,640719
Teripe Jaya (Tripe Jaya),11,13,10,1113,111310
Terisi (Trisi),32,12,26,3212,321226
Ternate Barat,82,71,08,8271,827108
Tersono,33,25,06,3325,332506
Terusan Nunyai,18,02,13,1802,180213
Testega,92,12,08,9212,921208
Tetap (Muara Tetap),17,04,12,1704,170412
Teunom,11,14,01,1114,111401
Teupah Barat,11,09,03,1109,110903
Teupah Selatan,11,09,07,1109,110907
Teupah Tengah,11,09,09,1109,110909
Tewah,62,10,03,6210,621003
Tewang Sangalang Garing,62,06,03,6206,620603
Teweh Baru,62,05,07,6205,620507
Teweh Selatan,62,05,08,6205,620508
Teweh Tengah,62,05,05,6205,620505
Teweh Timur,62,05,04,6205,620504
Ti Zain,93,03,15,9303,930315
Tiang Pumpung,15,02,24,1502,150224
Tiang Pumpung Kepungut,16,05,18,1605,160518
Tibawa,75,01,04,7501,750104
Tidore,82,72,01,8272,827201
Tidore Selatan,82,72,04,8272,827204
Tidore Timur,82,72,08,8272,827208
Tidore Utara,82,72,05,8272,827205
Tiga Dihaji,16,09,18,1609,160918
Tigabinanga (Tiga Binanga),12,06,08,1206,120608
Tigalingga (Tiga Lingga),12,11,03,1211,121103
Tiganderket,12,06,17,1206,120617
Tigapanah (Tiga Panah),12,06,04,1206,120604
Tigaraksa,36,03,03,3603,360303
Tigi,94,08,01,9408,940801
Tigi Barat,94,08,04,9408,940804
Tigi Timur,94,08,02,9408,940802
Tigo Lurah,13,02,18,1302,130218
Tigo Nagari,13,08,13,1308,130813
Tikala,73,26,09,7326,732609
Tikala,71,71,05,7171,717105
Tikke Raya,76,01,08,7601,760108
Tikung,35,24,23,3524,352423
Tilamuta,75,02,04,7502,750204
Tilango,75,01,18,7501,750118
Tilatang Kamang,13,06,09,1306,130609
Tiloan,72,05,07,7205,720507
Tilongkabila,75,03,06,7503,750306
Timang Gajah,11,17,07,1117,111707
Timori,95,04,22,9504,950422
Timpah,62,03,10,6203,620310
Timpeh,13,10,06,1310,131006
Tinada,12,15,07,1215,121507
Tinambung,76,04,01,7604,760401
Tinanggea,74,05,01,7405,740501
Tinangkung,72,07,04,7207,720704
Tinangkung Selatan,72,07,11,7207,720711
Tinangkung Utara,72,07,19,7207,720719
Tinggi Raja,12,09,26,1209,120926
Tinggimoncong,73,06,04,7306,730604
Tingginambut,94,02,08,9402,940208
Tinggouw,92,09,20,9209,920920
Tingkir,33,73,02,3373,337302
Tinombo,72,08,03,7208,720803
Tinombo Selatan,72,08,10,7208,720810
Tinondo,74,11,09,7411,741109
Tiom,95,07,01,9507,950701
Tiom Ollo,95,07,14,9507,950714
Tiomneri,95,07,08,9507,950708
Tiplol Mayalibit,92,05,19,9205,920519
Tirawuta,74,11,01,7411,741101
Tiris,35,13,07,3513,351307
Tiro/Truseb,11,07,21,1107,110721
Tiroang,73,15,09,7315,731509
Tirtajaya,32,15,09,3215,321509
Tirtamulya,32,15,16,3215,321516
Tirtayasa,36,04,13,3604,360413
Tirto,33,26,15,3326,332615
Tirtomoyo,33,12,05,3312,331205
Tirtoyudo,35,07,30,3507,350730
Titehena,53,06,02,5306,530602
Titeue,11,07,31,1107,110731
Tiumang,13,10,08,1310,131008
Tiworo Kepulauan,74,13,09,7413,741309
Tiworo Selatan,74,13,05,7413,741305
Tiworo Tengah,74,13,07,7413,741307
Tiworo Utara,74,13,08,7413,741308
Tiwu,74,08,14,7408,740814
Tlanakan,35,28,01,3528,352801
Tlogomulyo,33,23,14,3323,332314
Tlogosari,35,11,03,3511,351103
Tlogowungu,33,18,14,3318,331814
Toapaya,21,01,12,2101,210112
Toari,74,01,24,7401,740124
Toba,61,03,13,6103,610313
Tobadak,76,06,01,7606,760601
Tobelo,82,03,05,8203,820305
Tobelo Barat,82,03,13,8203,820313
Tobelo Selatan,82,03,06,8203,820306
Tobelo Tengah,82,03,11,8203,820311
Tobelo Timur,82,03,12,8203,820312
Tobelo Utara,82,03,10,8203,820310
Toboali,19,03,01,1903,190301
Tobouw,92,09,18,9209,920918
Tobu,53,02,31,5302,530231
Todanan,33,16,14,3316,331614
Togean,72,09,02,7209,720902
Togo Binongko,74,07,08,7407,740708
Toho,61,02,06,6102,610206
Toianas,53,02,16,5302,530216
Toili,72,01,09,7201,720109
Toili Barat,72,01,12,7201,720112
Tojo,72,09,08,7209,720908
Tojo Barat,72,09,07,7209,720907
Tolala,74,08,15,7408,740815
Tolangohula,75,01,13,7501,750113
Toli-Toli Utara (Tolitoli Utara),72,04,09,7204,720409
Tolinggula,75,05,05,7505,750505
Toma,12,14,12,1214,121412
Tomage,92,03,17,9203,920317
Tombariri,71,02,15,7102,710215
Tombariri Timur,71,02,24,7102,710224
Tombatu,71,07,05,7107,710705
Tombatu Timur,71,07,09,7107,710709
Tombatu Utara,71,07,10,7107,710710
Tombolopao (Tombolo Pao),73,06,10,7306,730610
Tombulu,71,02,14,7102,710214
Tomia,74,07,03,7407,740703
Tomia Timur,74,07,07,7407,740707
Tomilito (Tomolito),75,05,07,7505,750507
Tomini,71,11,07,7111,711107
Tomini,72,08,05,7208,720805
Tommo,76,02,11,7602,760211
Tomo,32,11,24,3211,321124
Tomohon Barat,71,73,04,7173,717304
Tomohon Selatan,71,73,01,7173,717301
Tomohon Tengah,71,73,02,7173,717302
Tomohon Timur,71,73,05,7173,717305
Tomohon Utara,71,73,03,7173,717303
Tomoni,73,24,08,7324,732408
Tomoni Timur,73,24,09,7324,732409
Tomor Birip,93,04,24,9304,930424
Tomosiga,94,07,08,9407,940708
Tompaso,71,02,07,7102,710207
Tompaso Barat,71,02,25,7102,710225
Tompaso Baru,71,05,02,7105,710502
Tompo Bulu (Tompobulu),73,03,04,7303,730304
Tompobullu (Tompobulu),73,06,03,7306,730603
Tompobulu (Tompu Bulu),73,09,11,7309,730911
Tomu,92,06,19,9206,920619
Tondano Barat,71,02,01,7102,710201
Tondano Selatan,71,02,18,7102,710218
Tondano Timur,71,02,02,7102,710202
Tondano Utara,71,02,16,7102,710216
Tondon,73,26,16,7326,732616
Tondong Tallasa,73,10,12,7310,731012
Tongas,35,13,23,3513,351323
Tongauna,74,02,15,7402,740215
Tongauna Utara,74,02,42,7402,740242
Tongkuno,74,03,27,7403,740327
Tongkuno Selatan,74,03,32,7403,740332
Tonjong,33,29,06,3329,332906
Tonra,73,08,05,7308,730805
Tontonunu,74,06,20,7406,740620
Topiyai,94,03,23,9403,940323
Topos,17,07,06,1707,170706
Topoyo,76,06,04,7606,760604
Tor Atas,91,10,02,9110,911002
Torere,94,02,07,9402,940207
Torgamba,12,22,03,1222,122203
Toribulu,72,08,13,7208,720813
Torjun,35,27,02,3527,352702
Toroh,33,15,04,3315,331504
Torue,72,08,09,7208,720809
Tosari,35,14,24,3514,351424
Totikum (Totikung),72,07,03,7207,720703
Totikum Selatan,72,07,15,7207,720715
Touluaan,71,07,06,7107,710706
Touluaan Selatan,71,07,07,7107,710707
Towe,91,11,07,9111,911107
Towea,74,03,37,7403,740337
Towuti,73,24,03,7324,732403
Tragah,35,26,14,3526,352614
Trangkil,33,18,21,3318,331821
Trawas,35,16,04,3516,351604
Trenggalek,35,03,11,3503,350311
Tretep,33,23,11,3323,332311
Trienggadeng,11,18,08,1118,111808
Trikora,95,01,12,9501,950112
Trimurjo,18,02,05,1802,180205
Tripa Makmur,11,15,09,1115,111509
Trowulan,35,16,12,3516,351612
Trucuk,33,10,06,3310,331006
Trucuk,35,22,23,3522,352223
Trumon,11,01,09,1101,110109
Trumon Tengah,11,01,18,1101,110118
Trumon Timur,11,01,16,1101,110116
Tuah Negeri,16,05,20,1605,160520
Tuahmadani,14,71,13,1471,147113
Tualan Hulu,62,02,16,6202,620216
Tualang,14,08,04,1408,140804
Tuban,35,23,16,3523,352316
Tubang,93,01,15,9301,930115
Tubei (Pelabai),17,07,09,1707,170709
Tubo Sendana,76,05,07,7605,760507
Tugala Oyo,12,24,08,1224,122408
Tugu,33,74,16,3374,337416
Tugu,35,03,05,3503,350305
Tugumulyo,16,05,01,1605,160501
Tuhemberua,12,24,03,1224,122403
Tuhiba,92,06,12,9206,920612
Tujuh Belas,61,07,17,6107,610717
Tukak Sadai,19,03,06,1903,190306
Tukdana,32,12,30,3212,321230
Tukka,12,01,14,1201,120114
Tulakan,35,01,10,3501,350110
Tulang Bawang Tengah,18,12,01,1812,181201
Tulang Bawang Udik,18,12,03,1812,181203
Tulangan,35,15,09,3515,351509
